id,x,y
0,0.048582995951417005,0.2222222222222222
1,0.048582995951417005,0.2222222222222222
2,0.048582995951417005,0.2222222222222222
3,0.048582995951417005,0.2222222222222222
4,0.048582995951417005,0.2222222222222222
5,0.048582995951417005,0.2222222222222222
6,0.048582995951417005,0.2222222222222222
7,0.048582995951417005,0.2222222222222222
8,0.048582995951417005,0.2222222222222222
9,0.048582995951417005,0.2222222222222222
10,0.048582995951417005,0.2222222222222222
11,0.048582995951417005,0.2222222222222222
12,0.048582995951417005,0.2222222222222222
13,0.048582995951417005,0.2222222222222222
14,0.048582995951417005,0.2222222222222222
15,0.048582995951417005,0.2222222222222222
16,0.048582995951417005,0.2222222222222222
17,0.048582995951417005,0.2222222222222222
18,0.048582995951417005,0.2222222222222222
19,0.048582995951417005,0.2222222222222222
20,0.048582995951417005,0.2222222222222222
21,0.048582995951417005,0.2222222222222222
22,0.048582995951417005,0.2222222222222222
23,0.048582995951417005,0.2222222222222222
24,0.048582995951417005,0.2222222222222222
25,0.048582995951417005,0.2222222222222222
26,0.048582995951417005,0.2222222222222222
27,0.048582995951417005,0.2222222222222222
28,0.048582995951417005,0.2222222222222222
29,0.048582995951417005,0.2222222222222222
30,0.048582995951417005,0.2222222222222222
31,0.048582995951417005,0.2222222222222222
32,0.048582995951417005,0.2222222222222222
33,0.048582995951417005,0.2222222222222222
34,0.048582995951417005,0.2222222222222222
35,0.048582995951417005,0.2222222222222222
36,0.048582995951417005,0.2222222222222222
37,0.048582995951417005,0.2222222222222222
38,0.048582995951417005,0.2222222222222222
39,0.048582995951417005,0.2222222222222222
40,0.048582995951417005,0.2222222222222222
41,0.048582995951417005,0.2222222222222222
42,0.048582995951417005,0.2222222222222222
43,0.048582995951417005,0.2222222222222222
44,0.048582995951417005,0.2222222222222222
45,0.048582995951417005,0.2222222222222222
46,0.048582995951417005,0.2222222222222222
47,0.048582995951417005,0.2222222222222222
48,0.048582995951417005,0.2222222222222222
49,0.048582995951417005,0.2222222222222222
50,0.048582995951417005,0.2222222222222222
51,0.048582995951417005,0.2222222222222222
52,0.048582995951417005,0.2222222222222222
